Mileage;VehicleType;HP;Make;VATIncluded;CabSeats;URL;Gear;Table Names;Formula;Year;Price;Model;Supplier;CabBeds;Location
;Truck;;KAMAZ;;;https://spec.drom.ru/svobodnyi/truck/truck-tractor/prodaetsja-kamaz-vezdehod-tjagach-88673706.html;;drom - trucks.csv;6x6;2010;1100000;;;;Свободный
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/abakan/truck/truck-tractor/prodaetsja-freightliner-78751161.html;;drom - trucks.csv;6x4;2000;1200000;;;;Абакан
;Truck;;KAMAZ;;;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-kamaz-44108-rs-75009814.html;;drom - trucks.csv;6x6;2019;4198000;44108;;;Москва
;Truck;;RENAULT;;;https://spec.drom.ru/velikii-novgorod/truck/truck-tractor/renault-premium-420-cdi-76772983.html;;drom - trucks.csv;4x2;2002;790000;Premium;;;Великий Новгород
;Truck;;MERCEDES;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/mercedes-benz-actros-1845-79828978.html;;drom - trucks.csv;4x2;2019;8200000;Actros;;;Красноярск
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/birobidzhan/truck/truck-tractor/prodam-sedelnyj-tjagach-freightlaner-argosy-62146561.html;;drom - trucks.csv;6x4;2000;1500000;Argosy;;;Биробиджан
;Truck;;DAF;;;https://spec.drom.ru/barnaul/truck/truck-tractor/prodaetsja-daf-105-88577718.html;;drom - trucks.csv;4x2;2008;1650000;;;;Барнаул
;Truck;;DAF;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodaetsja-scepka-daf95-ref-61340591.html;;drom - trucks.csv;4x2;2004;2800000;XF95;;;Красноярск
;Truck;;KAMAZ;;;https://spec.drom.ru/yuzhno-sakhalinsk/truck/truck-tractor/kamaz-53504-50-tjagach-sedelnyj-2018-goda-probeg-62-tys-km-87976842.html;;drom - trucks.csv;6x6;2018;3510000;53504-50;"АО ""ЛК ""Европлан""";;Южно-Сахалинск
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/sedelnyj-tjagach-6-4-fredlajner-88608096.html;;drom - trucks.csv;6x4;2004;1750000;Century;;;Красноярск
;Truck;;VOLVO;;;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/volvo-fh16-610-88504041.html;;drom - trucks.csv;4x2;2004;2300000;FH16;;;Челябинск
;Truck;;MERCEDES;;;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/tjagach-mercedes-benz-axor-1836-ls-88849420.html;;drom - trucks.csv;4x2;2012;1590000;Axor 1836 LS;;;Екатеринбург
;Truck;;KAMAZ;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-kamaz-86037055.html;;drom - trucks.csv;;2001;600000;;;;Новосибирск
;Truck;;DAF;;;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-daf-xf-105.410-84655633.html;;drom - trucks.csv;4x2;2006;1750000;XF105;;;Москва
;Truck;;VOLVO;;;https://spec.drom.ru/domodedovo/truck/truck-tractor/tjagach-volvo-fm-6x4-88130151.html;;drom - trucks.csv;6x4;2017;6350000;;"АО(Н) ""Вольво Восток""";;Домодедово
;Truck;;KAMAZ;;;https://spec.drom.ru/nizhnevartovsk/truck/truck-tractor/prodaetsja-scepka-kamaz-44108-24-2012-g-v-s-tralom-tsp-94163-2011-g-82515582.html;;drom - trucks.csv;6x6;2012;2300000;44108-24;;;Нижневартовск
;Truck;;IVECO;;;https://spec.drom.ru/komsomolsk-na-amure/truck/truck-tractor/sedelnyj-tjagach-lveko-traker-84032318.html;;drom - trucks.csv;6x6;2017;5500000;Trakker;;;Комсомольск-на-Амуре
;Truck;;SCANIA;;;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/scania-r560-kmu-tsu-gidrofikacija-85738385.html;;drom - trucks.csv;6x4;2010;7199000;R560;;;Санкт-Петербург
;Truck;;MAN;;;https://spec.drom.ru/novokuznetsk/truck/truck-tractor/man-tgs-33.440-88647189.html;;drom - trucks.csv;6x4;2012;3500000;TGS 33.440;;;Новокузнецк
;Truck;;IVECO;;;https://spec.drom.ru/chita/truck/truck-tractor/prodam-sedelnyj-tjagach-iveco-strelis-87970405.html;;drom - trucks.csv;4x2;2002;850000;Stralis;;;Чита
;Truck;;DAF;;;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-daf-2008-goda-88648652.html;;drom - trucks.csv;4x2;2008;2200000;;"ООО ""Глобал Трак Сейлс""";;Москва
;Truck;;SCANIA;;;https://spec.drom.ru/krasnodar/truck/truck-tractor/prodaju-tjagach-skanija-87778008.html;;drom - trucks.csv;4x2;2004;1050000;P114;;;Краснодар
;Truck;;DAF;;;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/daf-xf105-88624428.html;;drom - trucks.csv;4x2;2017;5750000;XF105;БС-Трак;;Екатеринбург
;Truck;;SCANIA;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodam-sedelnyj-tjagach-scania-6x6-82846647.html;;drom - trucks.csv;6x6;2015;9000000;G480;;;Красноярск
;Truck;;MAN;;;https://spec.drom.ru/moskva/truck/truck-tractor/gruzovoj-sedelnyj-tjagach-man-tga-18.480-87917167.html;;drom - trucks.csv;4x2;2008;1650000;TGA 18.480;"ООО ""АГТ-Трейдинг""";;Москва
;Truck;;SCANIA;;;https://spec.drom.ru/borzya/truck/truck-tractor/prodam-scania-r-124-88880908.html;;drom - trucks.csv;4x2;2002;1400000;R124;;;Борзя
;Truck;;MAN;;;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/man-tgx-18.420-4x2-bls-80994396.html;;drom - trucks.csv;4x2;2017;5150000;TGX 18.440;;;Челябинск
;Truck;;RENAULT;;;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-renault-t-2015-g-v-88331317.html;;drom - trucks.csv;4x2;2015;4200000;;Global Truck Sales;;Екатеринбург
;Truck;;KAMAZ;;;https://spec.drom.ru/omsk/truck/truck-tractor/kamaz-44108-81505852.html;;drom - trucks.csv;6x6;2012;2220000;44108;;;Омск
;Truck;;MAN;;;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/man-tgs-26.440-bls-ww-mjunhen-72424554.html;;drom - trucks.csv;6x4;2019;9805320;TGS 26.440;;;Челябинск
;Truck;;MAZ;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodam-maz-6430-76442469.html;;drom - trucks.csv;6x4;2007;1050000;6430;;;Красноярск
;Truck;;RENAULT;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-renault-magnum-88594150.html;;drom - trucks.csv;4x2;2008;1800000;Magnum;;;Новосибирск
;Truck;;KAMAZ;;;https://spec.drom.ru/vladimir/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-014-87-s-probegom-61383-km-79142212.html;;drom - trucks.csv;4x2;2017;2990000;5490-S5;;;Владимир
;Truck;;KAMAZ;;;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-86749739.html;;drom - trucks.csv;6x6;2010;2850000;65225;Kama Discount;;Набережные Челны
;Truck;;DAF;;;https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/daf-xf-105-88620551.html;;drom - trucks.csv;4x2;2010;1980000;XF105;;;Нижний Новгород
;Truck;;MAN;;;https://spec.drom.ru/tyumen/truck/truck-tractor/man-s-pricepom-87860904.html;;drom - trucks.csv;4x2;2011;2700000;TGX 18.400;;;Тюмень
;Truck;;MAZ;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/maz-642208-81055194.html;;drom - trucks.csv;6x4;2004;1000000;642208;;;Красноярск
;Truck;;KAMAZ;;;https://spec.drom.ru/khabarovsk/truck/truck-tractor/kamaz-5460-mozhno-pod-vykup-s-pervonachalnym-vznosom-s-moej-rabotoj-64866679.html;;drom - trucks.csv;4x2;2007;950000;5460;Евротехстройсервис;;Хабаровск
;Truck;;MAN;;;https://spec.drom.ru/mogocha/truck/truck-tractor/prodam-shaanxi-shacman-88862648.html;;drom - trucks.csv;6x4;2012;1500000;;;;Могоча
;Truck;;MERCEDES;;;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-actros-1841-2016-g-v-88038063.html;;drom - trucks.csv;4x2;2016;3990000;Actros;;;Челябинск
;Truck;;MAZ;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-sedelnyj-tjagach-maz-643019-1420-020-74607508.html;;drom - trucks.csv;6x4;2017;3300000;643019-1420-020;"ООО ""Маник""";;Новосибирск
;Truck;;VOLVO;;;https://spec.drom.ru/tatarsk/truck/truck-tractor/prodam-scepku-volvo-vnl-670-polupricep-shmitc-s01-88889331.html;;drom - trucks.csv;6x4;2004;1600000;VNL 670;;;Татарск
;Truck;;KAMAZ;;;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65206-007-87-75686405.html;;drom - trucks.csv;;2019;5300000;65206-007-87;;;Набережные Челны
;Truck;;MAN;;;https://spec.drom.ru/orenburg/truck/truck-tractor/man-tgs-33.440-6x4-bbs-ww-88520083.html;;drom - trucks.csv;6x4;2019;7980000;TGS 33.440;;;Оренбург
;Truck;;SCANIA;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-skaniju-6j-serii-r440-88567582.html;;drom - trucks.csv;4x2;2019;3600000;R440;;;Новосибирск
;Truck;;DAF;;;https://spec.drom.ru/barnaul/truck/truck-tractor/prodam-daf-ftcf-85-360-87429805.html;;drom - trucks.csv;4x2;2008;1300000;FTCF 85/360;;;Барнаул
;Truck;;KAMAZ;;;https://spec.drom.ru/moskva/truck/truck-tractor/specpredlozhenie-kamaz-5490-v-nalichii-evro5-mkpp-baki-2h400-67535754.html;;drom - trucks.csv;4x2;2019;4650000;5490;;;Москва
;Truck;;MAZ;;;https://spec.drom.ru/irkutsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-maz-5440-86326583.html;;drom - trucks.csv;4x2;2018;2630000;5440;;;Иркутск
;Truck;;KAMAZ;;;https://spec.drom.ru/ulan-ude/truck/truck-tractor/prodaetsja-scepka-kamaz-65116-krone-82427415.html;;drom - trucks.csv;6x4;2011;1340000;65116;;;Улан-Удэ
;Truck;;SCANIA;;;https://spec.drom.ru/yuzhno-sakhalinsk/truck/truck-tractor/scania-p380-2008-gv-probeg-vsego-383-000-km-80711516.html;;drom - trucks.csv;6x4;2008;3000000;P380;;;Южно-Сахалинск
;Truck;;MERCEDES;;;https://spec.drom.ru/vladivostok/truck/truck-tractor/prodam-sedelnyj-tjagach-mersedes-actros-83188782.html;;drom - trucks.csv;4x2;2002;800000;Actros;;;Владивосток
;Truck;;INTERNATIONAL;;;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/tjagach-international-gw3-9800-s-probegom-b-u-83009513.html;;drom - trucks.csv;6x4;2009;990000;9800;Автоброкер Онлайн.ру, ООО;;Екатеринбург
;Truck;;IVECO;;;https://spec.drom.ru/leninsk-kuznetskii/truck/truck-tractor/prodam-iveko-stralis-63032555.html;;drom - trucks.csv;4x2;2011;2200000;Starline;;;Ленинск-Кузнецкий
;Truck;;MAZ;;;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-maz-643018-god-2012-77935324.html;;drom - trucks.csv;6x4;2012;1599000;643018;;;Москва
;Truck;;MAZ;;;https://spec.drom.ru/bratsk/truck/truck-tractor/prodaetsja-maz-88662827.html;;drom - trucks.csv;6x4;2006;1000000;642205-220;;;Братск
;Truck;;MAZ;;;https://spec.drom.ru/velikii-novgorod/truck/truck-tractor/sedelnyj-tjagach-maz-6430v9-nds-88944610.html;;drom - trucks.csv;6x4;2014;700000;6430В9;;;Великий Новгород
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/sharypovo/truck/truck-tractor/prodam-frejtlajner-kolambija-2004g-88039174.html;;drom - trucks.csv;6x4;2004;1470000;Columbia;;;Шарыпово
;Truck;;VOLVO;;;https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-volvo-fm13-2008-god-volvo-fm-86553811.html;;drom - trucks.csv;4x2;2008;1389000;FM13;GROSS AUTO;;Москва
;Truck;;DAF;;;https://spec.drom.ru/moskva/truck/truck-tractor/daf-xf105-460-88667246.html;;drom - trucks.csv;4x2;2017;5750000;XF105;М7 ТРАК;;Москва
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodaetsja-scepka-freightliner-columbia-i-pricep-shmitc-70523398.html;;drom - trucks.csv;6x4;2004;1100000;Columbia;;;Новосибирск
;Truck;;MERCEDES;;;https://spec.drom.ru/moskva/truck/truck-tractor/mercedes-axor-tjagach-2013-god-mersedes-axor-85331779.html;;drom - trucks.csv;4x2;2013;2200000;Axor 1840;GROSS AUTO;;Москва
;Truck;;KAMAZ;;;https://spec.drom.ru/kemerovo/truck/truck-tractor/prodam-sedelnyj-tjagach-kamaz-65116-84847545.html;;drom - trucks.csv;6x4;2016;1859000;65116;;;Кемерово
;Truck;;MAN;;;https://spec.drom.ru/kiselevsk/truck/truck-tractor/prodam-man-tga-18410-85952390.html;;drom - trucks.csv;4x2;2003;1200000;TGA 18.410;;;Киселевск
;Truck;;MERCEDES;;;https://spec.drom.ru/kemerovo/truck/truck-tractor/prodam-mercedes-benz-actros-2010g-pricep-schmitz-2007g-shtora-87748276.html;;drom - trucks.csv;4x2;2010;2350000;Actros;;;Кемерово
;Truck;;MAN;;;https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-man-tgs-26.440-6x2-2011-god-man-tgs-88602909.html;;drom - trucks.csv;6x2;2011;2830000;TGS;GROSS AUTO;;Москва
;Truck;;IVECO;;;https://spec.drom.ru/yurga/truck/truck-tractor/iveka-evrostar-78530657.html;;drom - trucks.csv;4x2;2001;980000;Eurostar;;;Юрга
;Truck;;KAMAZ;;;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-tjagach-2011-gv-71533314.html;;drom - trucks.csv;6x6;2011;2700000;65225;;;Набережные Челны
;Truck;;MERCEDES;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/sedelnyj-tjagach-88651289.html;;drom - trucks.csv;6x4;2010;2600000;Actros 2641s;;;Красноярск
;Truck;;MAN;;;https://spec.drom.ru/izhevsk/truck/truck-tractor/scepka-man-tga18-463-p-p-riccoe-88833101.html;;drom - trucks.csv;4x2;2003;1500000;TGA 18.480;;;Ижевск
;Truck;;KAMAZ;;;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-53504-tjagach-2016gv-73047166.html;;drom - trucks.csv;6x6;2016;3000000;;;;Набережные Челны
;Truck;;MERCEDES;;;https://spec.drom.ru/kemerovo/truck/truck-tractor/prodaetsja-mercedes-benz-axor-s-polupricepom-88769772.html;;drom - trucks.csv;4x2;2011;2650000;Axor;;;Кемерово
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/vladivostok/truck/truck-tractor/prodam-scepku-50900933.html;;drom - trucks.csv;6x4;2000;2150000;Century;;;Владивосток
;Truck;;DAF;;;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-daf-xf-105.410-2012-g-v-88575871.html;;drom - trucks.csv;4x2;2012;2670000;XF105;;;Челябинск
;Truck;;IVECO;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-iveko-stralis-83411896.html;;drom - trucks.csv;4x2;2008;900000;Starline;;;Новосибирск
;Truck;;SCANIA;;;https://spec.drom.ru/velikii-novgorod/truck/truck-tractor/scania-r560-sedelnyj-tjagach-s-manipuljatorom-kmu-gidrofikaciej-85736027.html;;drom - trucks.csv;6x4;2010;7500000;R560;;;Великий Новгород
;Truck;;VOLVO;;;https://spec.drom.ru/khabarovsk/truck/truck-tractor/prodam-tjagach-v-otlichnom-80186946.html;;drom - trucks.csv;6x4;2003;1800000;VNL 670;;;Хабаровск
;Truck;;MAZ;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/maz-tjagach-6h6-65899436.html;;drom - trucks.csv;6x6;2004;1150000;642508;;;Красноярск
;Truck;;VOLVO;;;https://spec.drom.ru/lyubertsy/truck/truck-tractor/volvo-fm-78894027.html;;drom - trucks.csv;4x2;2011;1550000;;;;Люберцы
;Truck;;VOLVO;;;https://spec.drom.ru/vladikavkaz/truck/truck-tractor/gruzovoj-tjagach-sedelnyj-volvo-fm-truck-6x4-88461188.html;;drom - trucks.csv;6x4;2016;5993000;;"АО ""Российский аукционный дом""";;Владикавказ
;Truck;;SCANIA;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/sedelnyj-tjagach-scania-r380-2008g-79929159.html;;drom - trucks.csv;4x2;2008;1950000;R380;;;Красноярск
;Truck;;SCANIA;;;https://spec.drom.ru/lyubertsy/truck/truck-tractor/scania-r440-la4x2hna-god-vypuska-2014-bez-nds-88268113.html;;drom - trucks.csv;4x2;2014;3100000;R440;;;Люберцы
;Truck;;MAZ;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-ili-pomenjaju-maz-5440-2011-god-80529194.html;;drom - trucks.csv;4x2;2011;1200000;;;;Новосибирск
;Truck;;DAF;;;https://spec.drom.ru/ussuriisk/truck/truck-tractor/daf-xf-410-86224905.html;;drom - trucks.csv;4x2;2012;3500000;XF105;;;Уссурийск
;Truck;;SCANIA;;;https://spec.drom.ru/tynda/truck/truck-tractor/prodam-scania-r500-2012g-v-77136625.html;;drom - trucks.csv;6x4;2012;4950000;R500;;;Тында
;Truck;;MAZ;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-maz-79673928.html;;drom - trucks.csv;4x2;2005;550000;5440;;;Новосибирск
;Truck;;VOLVO;;;https://spec.drom.ru/barnaul/truck/truck-tractor/prodaetsja-volvo-74586103.html;;drom - trucks.csv;6x4;2004;999000;VNL 670;;;Барнаул
;Truck;;SCANIA;;;https://spec.drom.ru/obninsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-scania-g360-68303292.html;;drom - trucks.csv;4x2;2013;3500000;;;;Обнинск
;Truck;;MAZ;;;https://spec.drom.ru/yaroslavl/truck/truck-tractor/maz-5440-87424542.html;;drom - trucks.csv;4x2;2013;775000;5440;АВТОМОБИЛИЯ;;Ярославль
;Truck;;KAMAZ;;;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/sedelnyj-tjagach-65225-65221-20-t-spalnik-77608889.html;;drom - trucks.csv;6x6;2011;2450000;65225;;;Набережные Челны
;Truck;;MERCEDES;;;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2012-g-v-86707806.html;;drom - trucks.csv;4x2;2012;1600000;;"ООО ""Глобал Трак Сейлс""";;Москва
;Truck;;MAN;;;https://spec.drom.ru/biisk/truck/truck-tractor/tjagach-sedelnyj-man-tgh-88172913.html;;drom - trucks.csv;4x2;2011;2200000;TGX 18.400;;;Бийск
;Truck;;VOLVO;;;https://spec.drom.ru/moskva/truck/truck-tractor/volvo-fm13-2011-god-6h4-tjagach-volvo-fm-86523330.html;;drom - trucks.csv;6x4;2011;3000000;FM;GROSS AUTO;;Москва
;Truck;;KAMAZ;;;https://spec.drom.ru/kuibyshev/truck/truck-tractor/prodam-kamaz-54115-71837868.html;;drom - trucks.csv;6x4;2007;880000;54115;;;Куйбышев
;Truck;;KAMAZ;;;https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-s5-neo-2017-g-v-88466259.html;;drom - trucks.csv;4x2;2017;2760000;5490-NEO;;;Пермь
;Truck;;IVECO;;;https://spec.drom.ru/solnechnogorsk/truck/truck-tractor/prodam-iveco-cursor-2001g-87833261.html;;drom - trucks.csv;4x2;2001;600000;Cursor;;;Солнечногорск
;Truck;;IVECO;;;https://spec.drom.ru/domodedovo/truck/truck-tractor/prodaetsja-tjagach-iveko-stralis-at440s42t-prr-81048370.html;;drom - trucks.csv;4x2;2013;1600000;Stralis;"ООО ""Трейд Моторс""";;Домодедово
;Truck;;VOLVO;;;https://spec.drom.ru/ulan-ude/truck/truck-tractor/prodam-volvo-vnl-670-2005g-88569264.html;;drom - trucks.csv;6x4;2005;2300000;;;;Улан-Удэ
;Truck;;MAZ;;;https://spec.drom.ru/svirsk/truck/truck-tractor/prodaetsja-tjagach-maz-2004-79609251.html;;drom - trucks.csv;6x4;2004;750000;;;;Свирск
;Truck;;DAF;;;https://spec.drom.ru/svobodnyi/truck/truck-tractor/prodaetsja-tjagach-daf-85-88116162.html;;drom - trucks.csv;6x2;2003;1650000;85;;;Свободный
;Truck;;DAF;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-gruzovoj-sedelnyj-tjagach-daf-87799676.html;;drom - trucks.csv;4x2;2008;1800000;XF105;;;Новосибирск
;Truck;;KAMAZ;;;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-53504-70869237.html;;drom - trucks.csv;6x6;2014;2100000;;;;Набережные Челны
;Truck;;SCANIA;;;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/sedelnyj-tjagach-scania-p340-2011-g-v-86677909.html;;drom - trucks.csv;4x2;2011;1750000;P340;;;Санкт-Петербург
;Truck;;KAMAZ;;;https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-kamaz-5490-b-u-88466325.html;;drom - trucks.csv;4x2;2015;1850000;5490;Autobau;;Москва
;Truck;;SCANIA;;;https://spec.drom.ru/barnaul/truck/truck-tractor/scania-p440-6x4-2014-s-nds-v-barnaule-88247954.html;;drom - trucks.csv;6x4;2014;4970000;P440;;;Барнаул
;Truck;;VOLVO;;;https://spec.drom.ru/vladivostok/truck/truck-tractor/tjagach-6x4-volvo-fh16-ves-na-ressorah-87585477.html;;drom - trucks.csv;6x4;2001;2200000;FH16;«Влад Евро Сервис»;;Владивосток
;Truck;;VOLVO;;;https://spec.drom.ru/vladivostok/truck/truck-tractor/prodam-tjagach-volvo-fm13-6-4-88043398.html;;drom - trucks.csv;6x4;2015;4800000;FM13;;;Владивосток
;Truck;;VOLVO;;;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/volvo-fh-truck-6x4-2012-88436358.html;;drom - trucks.csv;6x4;2012;4500000;;;;Екатеринбург
;Truck;;KAMAZ;;;https://spec.drom.ru/yuzhno-sakhalinsk/truck/truck-tractor/kamaz-65225-53-tjagach-sedelnyj-2018-goda-probeg-45-tys-km-87977256.html;;drom - trucks.csv;6x6;2018;4020000;65225;"АО ""ЛК ""Европлан""";;Южно-Сахалинск
;Truck;;MAN;;;https://spec.drom.ru/domodedovo/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-man-tgs-19.400-79503139.html;;drom - trucks.csv;4x2;2012;1950000;TGS 19.400;"ООО ""Трейд Моторс""";;Домодедово
;Truck;;MAZ;;;https://spec.drom.ru/zarinsk/truck/truck-tractor/prodam-maz-642208.028-88626054.html;;drom - trucks.csv;6x4;2005;500000;642208;;;Заринск
;Truck;;DAF;;;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-daf-2009-goda-86318182.html;;drom - trucks.csv;4x2;2009;1600000;;"ООО ""Глобал Трак Сейлс""";;Москва
;Truck;;KAMAZ;;;https://spec.drom.ru/svobodnyi/truck/truck-tractor/kamaz-44108-24-88674912.html;;drom - trucks.csv;6x6;2012;1750000;44108;;;Свободный
;Truck;;INTERNATIONAL;;;https://spec.drom.ru/abakan/truck/truck-tractor/prodam-sedelnyj-tjagach-88750288.html;;drom - trucks.csv;6x4;2009;890000;9800;;;Абакан
;Truck;;KAMAZ;;;https://spec.drom.ru/belovo/truck/truck-tractor/tjagach-sedelnyj-kamaz-5490-014-87-s5-84432808.html;;drom - trucks.csv;4x2;2018;2830000;5490-S5;Балтийский лизинг;;Белово
;Truck;;RENAULT;;;https://spec.drom.ru/anzhero-sudzhensk/truck/truck-tractor/tjagach-88521279.html;;drom - trucks.csv;6x2;2002;1150000;Premium;;;Анжеро-Судженск
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/ust-kut/truck/truck-tractor/fredlajner-sedelnyj-tjagach-65586098.html;;drom - trucks.csv;6x4;2007;2300000;Columbia;;;Усть-Кут
;Truck;;DAF;;;https://spec.drom.ru/krasnokamensk/truck/truck-tractor/podaetsja-gruzovik-daf-ft85-84895356.html;;drom - trucks.csv;4x2;2000;1100000;CF85;;;Краснокаменск
;Truck;;VOLVO;;;https://spec.drom.ru/barnaul/truck/truck-tractor/prodaetsja-volvo-41351591.html;;drom - trucks.csv;6x4;2008;1950000;VNL;;;Барнаул
;Truck;;MERCEDES;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodaetsja-gruzovoj-tjagach-mercedes-benz-actros-33-46-as-87121630.html;;drom - trucks.csv;6x6;2018;8800000;Actros;РусТрансТоргСервис (РТТС);;Красноярск
;Truck;;KAMAZ;;;https://spec.drom.ru/vologda/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-kamaz-44108-24-87779642.html;;drom - trucks.csv;6x6;2012;1100000;44108;;;Вологда
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-freightliner-v-novosibirske-85692271.html;;drom - trucks.csv;6x4;2008;1500000;;Группа компаний ВЛ-Техника;;Новосибирск
;Truck;;KAMAZ;;;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-kamaz-65206-002-68-81452262.html;;drom - trucks.csv;6x4;2019;6260000;65206-T5;"ООО ""ТЕХИНКОМ-Комтранс""";;Москва
;Truck;;KAMAZ;;;https://spec.drom.ru/ufa/truck/truck-tractor/tjagach-kamaz-65206-t5-6h4-2017-g-v-88278628.html;;drom - trucks.csv;6x4;2017;2894000;65206-T5;;;Уфа
;Truck;;IVECO;;;https://spec.drom.ru/anzhero-sudzhensk/truck/truck-tractor/prodaetsja-71092259.html;;drom - trucks.csv;4x2;2009;1000000;Stralis;;;Анжеро-Судженск
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/omsk/truck/truck-tractor/freightliner-columbia-88785534.html;;drom - trucks.csv;6x4;2005;1650000;Columbia;;;Омск
;Truck;;DAF;;;https://spec.drom.ru/vladivostok/truck/truck-tractor/prodam-daf-xf105-71460221.html;;drom - trucks.csv;4x2;2013;3450000;XF105;;;Владивосток
;Truck;;VOLVO;;;https://spec.drom.ru/asino/truck/truck-tractor/prodam-volvo-vnl-85708949.html;;drom - trucks.csv;6x4;2003;1500000;VNL 670;;;Асино
;Truck;;MERCEDES;;;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/mercedes-benz-actros-3346-as-2017-g-v-88494310.html;;drom - trucks.csv;6x6;2017;8500000;Actros 3346 AS;;;Красноярск
;Truck;;MAZ;;;https://spec.drom.ru/moskva/truck/truck-tractor/motor-jamz-53603.10-kpp-zf-pnevma-v-nalichii-to-v-podarok-maz-5440c5-67564070.html;;drom - trucks.csv;4x2;2019;3200000;5440;;;Москва
;Truck;;DAF;;;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/sedelnyj-tjagach-daf-2018-goda-88461724.html;;drom - trucks.csv;4x2;2018;5890000;;;;Санкт-Петербург
;Truck;;KAMAZ;;;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-tjagach-sedelnyj-povyshennoj-gruzopodemnosti-i-prohodimosti-76330732.html;;drom - trucks.csv;6x6;2019;5265000;65225 полноприводный тягач седельный;;;Набережные Челны
;Truck;;FREIGHTLINER;;;https://spec.drom.ru/tomsk/truck/truck-tractor/freightliner-classic-xl-83926317.html;;drom - trucks.csv;6x4;2000;1690000;Classic;;;Томск
