URL,Name,Price,Location,Formula,Supplier
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-man-tgs-19.400-4x2-bls-ww-2012-g-v-74315841.html,"MAN TGS 19.400, 2012",1 800 000,Москва,4x2,"ООО ""Глобал Трак Сейлс"""
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-tjagach-sedelnyj-povyshennoj-gruzopodemnosti-i-prohodimosti-76330732.html,"КамАЗ 65225 полноприводный тягач седельный, 2019",5 265 000,Набережные Челны,6x6,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65806-sedelnyj-tjagach-daimler-76774719.html,"КамАЗ 65806-002-68 седельный тягач двигатель и кабина Daimler, 2019",6 100 000,Набережные Челны,6x4,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-sedelnyj-tjagach-5490-daimler-belyj-i-krasnyj-76330381.html,"КамАЗ 5490-014-S5 седельный тягач, 2018",4 605 000,Набережные Челны,4x2,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/vezdehod-tjagach-53504-kamaz-6h6-zavodskoj-76330577.html,"КамАЗ 53504 (43118) белый север полноприводный тягач вездеход, 2019",3 970 000,Набережные Челны,6x6,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-5490-78547372.html,"КамАЗ 5490, 2020",5 026 000,Набережные Челны,4x2,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/5490-022-tjagach-sedelnyj-85645083.html,"КамАЗ 5490, 2020",5 233 300,Набережные Челны,4x2,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-53504-tjagach-2016gv-73047166.html,"КамАЗ, 2016",3 000 000,Набережные Челны,6x6,
https://spec.drom.ru/usole-sibirskoe/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-46469075.html,"МАЗ 64229, 1994",250 000,Усолье-Сибирское,6x4,
https://spec.drom.ru/lyubertsy/truck/truck-tractor/sedelnyj-tjagach-renault-premium-380.19-t-proizvodstvo-zao-volvo-vosto-89704360.html,"Renault Premium, 2010",1 420 000,Люберцы,4x2,
https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-kamaz-5490-s5-89704310.html,"КамАЗ 5490-S5, 2017",2 850 000,Москва,4x2,"ООО ""Трак-Сток"""
https://spec.drom.ru/irkutsk/truck/truck-tractor/prodaetsja-maz-sedelnyj-tjagach-88178649.html,"МАЗ, 2012",1 300 000,Иркутск,,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/maz-544028-520-031-tjagach-4h2-53165160.html,"МАЗ-544028-520-031, 2020",3 720 000,Челябинск,4x2,"ООО ""МИРвтотехники"""
https://spec.drom.ru/bryansk/truck/truck-tractor/volvo-fh-4x2-88493656.html,"Volvo FH16, 2018",6 800 000,Брянск,4x2,
https://spec.drom.ru/khabarovsk/truck/truck-tractor/prodaetsja-tjagach-freightliner-century-pricep-refka-89052106.html,"Freightliner Century, 2001",1 500 000,Хабаровск,6x4,Выбор ДВ
https://spec.drom.ru/vladivostok/truck/truck-tractor/tjagach-6x4-volvo-fh16-ves-na-ressorah-87585477.html,"Volvo FH16, 2001",2 070 000,Владивосток,6x4,«Влад Евро Сервис»
https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/sedelnyj-tjagach-volvo-fm-i-i-polupricep-samosvalnyj-schmitz-89703976.html,"Volvo FM13, 2018",8 000 000,Санкт-Петербург,6x4,
https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/kamaz-53504-306030-50-tjagach-evro5-belyj-sever-75016887.html,"Седельный тягач 6х6 КамАЗ 53504, 2019",4 040 000,Нижний Новгород,6x6,Русбизнесавто
https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/sedelnyj-tjagach-43118-s-kmu-kanglim-1256-75689129.html,"Седельный тягач 43118 с КМУ KANGLIM 1256, 2019",6 350 000,Нижний Новгород,6x6,Русбизнесавто
https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/tjagach-6h4-maz-643028-520-012-weichai-ssu-1380-ressor-83417898.html,"Тягач 6х4 МАЗ 643028-520-012 Weichai, 2020",4 410 000,Нижний Новгород,6x4,Русбизнесавто
https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/kamaz-54901-004-92-86296803.html,"КамАЗ 54901-92, 2020",7 150 000,Нижний Новгород,4x2,Русбизнесавто
https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/kamaz-5490-022-87-s5-tjagach-evro-5-neo-76454511.html,"КАМАЗ 5490-022-87(S5) тягач Евро 5 ( NEO), 2019",5 440 000,Нижний Новгород,4x2,Русбизнесавто
https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/tjagach-4h2-maz-544028-520-031-weichai-ssu-1150-83359053.html,"МАЗ 544028-520-031, 2019",3 490 000,Нижний Новгород,4x2,Русбизнесавто
https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/sedelnyj-tjagach-man-tgx-18.400-lls-u-s-probegom-295640-km-88207137.html,"MAN TGX 18.400, 2018",6 040 000,Нижний Новгород,4x2,Русбизнесавто
https://spec.drom.ru/leninsk-kuznetskii/truck/truck-tractor/prodam-volvo-fm13-400l-s-69838735.html,"Volvo FM13, 2007",1 500 000,Ленинск-Кузнецкий,4x2,
https://spec.drom.ru/irkutsk/truck/truck-tractor/polnoprivodnyj-dongfeng-85963346.html,"Dongfeng DFL4251-AXA-1, 2012",910 000,Иркутск,6x6,
https://spec.drom.ru/chernigovskii-r-n/truck/truck-tractor/prodazha-tjagacha-mercedes-axor-2017g-117000probeg-89703134.html,"Mercedes-Benz Axor 1840, 2017",5 250 000,Черниговский район,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/tjagach-kamaz-6450-86102776.html,"КамАЗ 6350, 2019",3 950 000,Пермь,8x8,ТехСпецКам
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-neo-2-akpp-zf12as-dvs-mersedes-4h2-88458371.html,"КамАЗ 5490-NEO 2, 2020",5 647 200,Челябинск,4x2,КАМАЗЦЕНТР
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-neo-na-metane-subsidija-2-5-milliona-rublej-88643344.html,"КАМАЗ-5490-80802-90 на МЕТАНЕ, 2020",5 924 000,Челябинск,4x2,КАМАЗЦЕНТР
https://spec.drom.ru/miass/truck/truck-tractor/prodaetsja-tjagach-iveko-trakker-89703459.html,"Iveco Trakker, 2013",6 000 000,Миасс,6x4,
https://spec.drom.ru/ufa/truck/truck-tractor/international-9400-6x4-2002-83829732.html,"International 9400, 2002",740 000,Уфа,6x4,
https://spec.drom.ru/ufa/truck/truck-tractor/tjagach-kamaz-44108-83850715.html,"КамАЗ 44108, 2008",1 300 000,Уфа,6x6,
https://spec.drom.ru/ufa/truck/truck-tractor/sedelnyj-tjagach-renault-premium-86432639.html,"Renault Premium, 2002",850 000,Уфа,4x2,
https://spec.drom.ru/kolpashevo/truck/truck-tractor/kamaz-5410-78733576.html,"КамАЗ 5410, 1989",550 000,Колпашево,6x4,
https://spec.drom.ru/kolpashevo/truck/truck-tractor/kamaz-5410-78734139.html,"КамАЗ 5410, 1990",500 000,Колпашево,6x4,
https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodaetsja-tjagach-volvo-fsh12-89689967.html,"Volvo FH12, 1995",450 000,Новосибирск,4x2,
https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/tjagach-maz-5440-s9-520-031-84255761.html,"МАЗ 5440, 2020",3 990 000,Санкт-Петербург,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/man-tgx-18.500-xlx-89702343.html,"MAN TGX, 2017",6 400 000,Челябинск,4x2,
https://spec.drom.ru/blagoveshchensk/truck/truck-tractor/maz-6430-sedelnyj-tjagach-s-polupricepom-70890392.html,"МАЗ 6430, 2012",2 000 000,Благовещенск,6x4,
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/tjagach-international-gw3-9800-s-probegom-b-u-83009513.html,"International 9800, 2009",990 000,Екатеринбург,6x4,"Автоброкер Онлайн.ру, ООО"
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/tjagach-maz-642208-230-84282952.html,"МАЗ 642208-230, 2006",550 000,Екатеринбург,6x4,"Автоброкер Онлайн.ру, ООО"
https://spec.drom.ru/yuzhno-sakhalinsk/truck/truck-tractor/scania-p400-89702340.html,"Scania P400, 2014",6 200 000,Южно-Сахалинск,6x4,
https://spec.drom.ru/novosibirsk/truck/truck-tractor/reno-premium-440-25tc071-87921286.html,"Renault Premium, 2011",1 700 000,Новосибирск,,
https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/sedelnyj-tjagach-maz-64229-89702349.html,"МАЗ 64229, 2004",330 000,Санкт-Петербург,6x4,
https://spec.drom.ru/novosibirsk/truck/truck-tractor/freightliner-fld-sd-2002-84617901.html,"Freightliner FLD SD, 2002",1 200 000,Новосибирск,6x4,
https://spec.drom.ru/kiselevsk/truck/truck-tractor/prodaetsja-daf-xf-105-84256639.html,"DAF XF105, 2011",3 300 000,Киселевск,4x2,
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-maz-man-543268-75893713.html,"МАЗ-МАН 543268, 2003",500 000,Москва,4x2,
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-maz-6422a5-320-77466433.html,"МАЗ 6422А5, 2011",520 000,Москва,6x4,
https://spec.drom.ru/lyubertsy/truck/truck-tractor/maz-6430a9-320-020-god-2011-bez-nds-88304233.html,"МАЗ 6430А9-320-020, 2011",630 000,Люберцы,6x4,
https://spec.drom.ru/lyubertsy/truck/truck-tractor/scania-r440-la4x2hna-god-vypuska-2014-bez-nds-88268113.html,"Scania R440, 2014",3 100 000,Люберцы,4x2,
https://spec.drom.ru/lyubertsy/truck/truck-tractor/daf-95.480-god-vypuska-2003-bez-nds-88494862.html,"DAF 95, 2003",1 290 000,Люберцы,4x2,
https://spec.drom.ru/magadan/truck/truck-tractor/maz-86398987.html,"МАЗ, 2016",2 700 000,Магадан,6x4,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-6460-sedelnyj-tjagach-76694525.html,"КамАЗ 6460, 2011",2 300 000,Набережные Челны,6x4,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-78743062.html,"КамАЗ 65225, 2014",3 300 000,Набережные Челны,6x6,
https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-6460-sedelnyj-tjagach-evro-2-55552985.html,"Камаз 6460, 2011",2 200 000,Набережные Челны,6x4,
https://spec.drom.ru/surgut/truck/truck-tractor/prodaetsja-gruzovoj-tjagach-skanija-g-400-2013-g-74763648.html,"Scania G, 2013",3 150 000,Сургут,4x2,"ООО ""Северная Торговая Компания"""
https://spec.drom.ru/noyabrsk/truck/truck-tractor/maz-64300-79868560.html,"МАЗ, 2006",650 000,Ноябрьск,6x4,
https://spec.drom.ru/surgut/truck/truck-tractor/tjagach-sedelnyj-kamaz-65116-86255390.html,"КамАЗ 65116, 2012",950 000,Сургут,6x4,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1835-ls-2011-g-v-87298798.html,"Mercedes-Benz Axor 1835 LS, 2011",1 490 000,Челябинск,4x2,
https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-volvo-vnl-64-2003-g-v-v-novosibirske-85296963.html,"Volvo vnl, 2003",1 100 000,Новосибирск,6x4,СИБТРАКСКАН
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/volvo-fh16-610-88504041.html,"Volvo FH16, 2004",2 200 000,Челябинск,4x2,
https://spec.drom.ru/kyzyl/truck/truck-tractor/howo-a7-84556709.html,"Howo A7, 2012",1 700 000,Кызыл,6x4,
https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-volvo-vnl-2003g-80098185.html,"Volvo VNL 770, 2003",1 200 000,Москва,6x4,
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/peterbilt-387-77935236.html,"Peterbilt 387, 2003",1 700 000,Екатеринбург,6x4,
https://spec.drom.ru/blagoveshchensk/truck/truck-tractor/kamaz-89637428.html,"КамАЗ 55111+ полуприцеп, 1989",1 200 000,Благовещенск,6x4,
https://spec.drom.ru/krasnodar/truck/truck-tractor/kamaz-5490-s5-sedelnyj-tjagach-b-u-2017-g-194113km-86817264.html,"КамАЗ 5490-S5, 2017",3 060 000,Краснодар,4x2,TECHNIKA
https://spec.drom.ru/krasnodar/truck/truck-tractor/kamaz-5490-s5-sedelnyj-tjagach-b-u-2017-g-190703km-86817616.html,"КамАЗ 5490-S5, 2017",3 060 000,Краснодар,4x2,TECHNIKA
https://spec.drom.ru/krasnodar/truck/truck-tractor/novyj-tjagach-kamaz-5490-gazodizel-85297321.html,"КамАЗ 5490, 2020",6 050 000,Краснодар,4x2,TECHNIKA
https://spec.drom.ru/krasnodar/truck/truck-tractor/tjagach-kamaz-5490-892-dc-tjagach-2019g-82087862.html,"КамАЗ 5490, 2019",4 750 000,Краснодар,4x2,TECHNIKA
https://spec.drom.ru/abakan/truck/truck-tractor/prodam-freightliner-cl120064st-89699651.html,"Freightliner CL120064ST, 2003",1 400 000,Абакан,6x4,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-kamaz-65206-t5-2019-g-v-86095737.html,"КамАЗ 65206, 2019",5 160 000,Челябинск,6x4,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-ford-cargo-1838t-hr-2012-g-v-82297024.html,"Ford Cargo, 2012",890 000,Челябинск,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-man-tgs-33.440-6h4-2014-g-v-80524851.html,"MAN TGS 33.440, 2014",3 120 000,Челябинск,6x4,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-man-tgs-33.440-6h4-2012-g-v-80350066.html,"MAN TGS 33.440, 2012",2 570 000,Челябинск,6x4,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1840-ls-2014-g-v-88222812.html,"Mercedes-Benz Axor 1840 LS, 2014",2 490 000,Челябинск,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-daf-xf-105.460-2013-g-v-88247372.html,"DAF XF105, 2013",1 950 000,Челябинск,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-volvo-fh-400-2012-g-v-88333334.html,"Volvo, 2012",2 850 000,Челябинск,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-renault-t-2015-g-v-88331582.html,"Renault, 2015",4 000 000,Челябинск,4x2,
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-kamaz-65206-t5-2019-g-v-86095740.html,"КамАЗ 65206, 2019",5 160 000,Екатеринбург,6x4,Global Truck Sales
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1840-ls-2014-g-v-88222735.html,"Mercedes-Benz Axor 1840 LS, 2014",2 490 000,Екатеринбург,4x2,Global Truck Sales
https://spec.drom.ru/khabarovsk/truck/truck-tractor/prodam-sedelnyj-tjagach-peterbilt-87750981.html,"Peterbilt, 2003",1 800 000,Хабаровск,6x4,
https://spec.drom.ru/simferopol/truck/truck-tractor/prodaetsja-tjagach-man-tga-26.440-80511673.html,"MAN TGA 26.440, 2007",2 600 000,Симферополь,,
https://spec.drom.ru/tommot/truck/truck-tractor/prodam-sedelnyj-tjagach-freightliner-columbia-80602671.html,"Freightliner Columbia, 2004",1 700 000,Томмот,6x4,
https://spec.drom.ru/moskva/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-mercedes-benz-actros-1844-ls-2015-g-v-88628146.html,"Mercedes-Benz Actros 2042 LS, 2016",4 900 000,Москва,4x2,"ООО ""Трейд Моторс"""
https://spec.drom.ru/moskva/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-mercedes-benz-actros-1844-ls-2016-g-v-88628721.html,"Mercedes-Benz Actros 2042 LS, 2016",4 900 000,Москва,4x2,"ООО ""Трейд Моторс"""
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1835-ls-2012-g-v-86620160.html,"Mercedes-Benz Axor 1835 LS, 2012",1 650 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-ural-44202-6h6-2017-g-v-87245962.html,"Урал 44202, 2017",2 800 000,Пермь,6x6,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-actros-1841-2016-g-v-88018933.html,"Mercedes-Benz Actros, 2016",3 990 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1835-ls-2011-g-v-87299283.html,"Mercedes-Benz Axor 1835 LS, 2011",1 490 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-man-tgs-33.440-6h4-2011-g-v-88098351.html,"MAN TGS 33.440, 2011",2 650 000,Пермь,6x4,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-s5-neo-2017-g-v-88466259.html,"КамАЗ 5490-NEO, 2017",2 760 000,Пермь,4x2,
https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-5490-tjagach-2020g-85292984.html,"КамАЗ 5490, 2020",5 090 000,Москва,4x2,"ООО ""Спец техника"""
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-daf-xf-105.460-2013-g-v-88246621.html,"DAF XF105, 2013",1 950 000,Екатеринбург,4x2,Global Truck Sales
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-renault-t-2015-g-v-88331317.html,"Renault, 2015",4 000 000,Екатеринбург,4x2,Global Truck Sales
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-volvo-fh-400-2012-g-v-88333101.html,"Volvo, 2012",2 850 000,Екатеринбург,4x2,Global Truck Sales
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-s5-neo-2017-g-v-88466262.html,"КамАЗ 5490-NEO, 2017",2 760 000,Екатеринбург,4x2,Global Truck Sales
https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-maz-5440s9-2018-g-v-88479726.html,"МАЗ, 2018",2 600 000,Екатеринбург,4x2,Global Truck Sales
https://spec.drom.ru/irkutsk/truck/truck-tractor/prodaetsja-kamaz-65116-tjagach-pljus-polupricep-nefaz-89697991.html,"КамАЗ 65116, 2011",1 000 000,Иркутск,6x4,
https://spec.drom.ru/chita/truck/truck-tractor/prodaetsja-tjagach-daewoo-novus-89691484.html,"Daewoo Novus, 2012",2 200 000,Чита,6x4,
https://spec.drom.ru/lesosibirsk/truck/truck-tractor/prodaetsja-tjagach-mitsubisi-fuso-66975779.html,"Mitsubishi Fuso, 1991",950 000,Лесосибирск,6x6,
https://spec.drom.ru/ufa/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-s5-s-probegom-169000-km-84654626.html,"КамАЗ 5490-S5, 2018",3 390 000,Уфа,4x2,ГК РусБизнесАвто
https://spec.drom.ru/ufa/truck/truck-tractor/tjagach-4h2-maz-5440e9-520-031-mercedes-56101332.html,"МАЗ 544019-1422-031, 2019",4 250 000,Уфа,4x2,ГК РусБизнесАвто
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-maz-5440s9-2018-g-v-88479736.html,"МАЗ, 2018",2 600 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-man-tgs-33.440-6h4-2014-g-v-80525048.html,"MAN TGS 33.440, 2014",3 120 000,Пермь,6x4,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-ford-cargo-1838t-hr-2012-g-v-82296910.html,"Ford Cargo, 2012",890 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-man-tgs-33.440-6h4-2012-g-v-80349945.html,"MAN TGS 33.440, 2012",2 570 000,Пермь,6x4,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-c-1840-ls-2014-g-v-88099880.html,"Mercedes-Benz Axor 1840 LS, 2014",2 450 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-renault-premium-320.19-t-2008-g-v-87722552.html,"Renault Premium, 2008",800 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-kamaz-65206-t5-2019-g-v-86096647.html,"КамАЗ 65206, 2019",5 160 000,Пермь,6x4,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1840-ls-2014-g-v-88222890.html,"Mercedes-Benz Axor 1840 LS, 2014",2 490 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-daf-xf-105.460-2013-g-v-88246618.html,"DAF XF105, 2013",1 950 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-volvo-fh-400-2012-g-v-88333103.html,"Volvo, 2012",2 850 000,Пермь,4x2,
https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-tjagach-87693943.html,"Volvo FM TRUCK 6*4, 2017",8 500 000,Новосибирск,6x4,
https://spec.drom.ru/lesosibirsk/truck/truck-tractor/prodam-tjagach-shaanxi-89694342.html,"Shaanxi Shacman F3000, 2012",1 500 000,Лесосибирск,6x4,
https://spec.drom.ru/belokurikha/truck/truck-tractor/prodam-tjagach-volvo-fh-evro3-87475266.html,"Volvo, 2012",3 450 000,Белокуриха,4x2,
https://spec.drom.ru/orenburg/truck/truck-tractor/tgx-18.440-4x2-80976379.html,"MAN TGX 18.440, 2020",7 950 000,Оренбург,4x2,
https://spec.drom.ru/orenburg/truck/truck-tractor/tgs-33.480-6x6-bbs-ww-80977954.html,"MAN TGS 33.480, 2020",11 443 200,Оренбург,6x6,
https://spec.drom.ru/orenburg/truck/truck-tractor/tgs-26.440-80978288.html,"MAN TGS 26.440, 2020",9 655 200,Оренбург,6x4,
https://spec.drom.ru/orenburg/truck/truck-tractor/tgs-33.480-6x6-bbs-ww-81414514.html,"MAN TGS 33.480 6X6, 2020",11 175 000,Оренбург,6x6,
https://spec.drom.ru/orenburg/truck/truck-tractor/man-tgs-33.480-bbs-ww-82255497.html,"MAN TGS 33.480, 2020",11 175 000,Оренбург,6x6,
https://spec.drom.ru/orenburg/truck/truck-tractor/man-tgx-18.400-4x2-bls-87458799.html,"MAN TGX 18.400, 2020",7 900 000,Оренбург,4x2,
https://spec.drom.ru/ust-kut/truck/truck-tractor/fredlajner-sedelnyj-tjagach-65586098.html,"Freightliner Columbia, 2007",1 970 000,Усть-Кут,6x4,
https://spec.drom.ru/ust-kut/truck/truck-tractor/man-tga-33.410-6-6-78398439.html,"MAN TGA, 2011",5 600 000,Усть-Кут,6x6,
https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/peterbilt-387-2009-88626263.html,"Peterbilt 387, 2009",1 890 000,Санкт-Петербург,6x4,НОВАТРАК
https://spec.drom.ru/novyi-urengoi/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-neo-2-akpp-zf12as-dvs-mersedes-4h2-88458362.html,"КамАЗ 5490-NEO 2, 2020",5 647 200,Новый Уренгой,4x2,КАМАЗ и ПРИЦЕП
https://spec.drom.ru/novyi-urengoi/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-neo-na-metane-subsidija-2-5-milliona-rublej-88643409.html,"КАМАЗ-5490-80802-90 на МЕТАНЕ, 2020",5 924 000,Новый Уренгой,4x2,КАМАЗ и ПРИЦЕП
https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-scepku-ili-po-razdelnosti-88831311.html,"Volvo VNL 780, 2009",3 700 000,Новосибирск,6x4,
https://spec.drom.ru/ufa/truck/truck-tractor/piterbilt-obmen-87064432.html,"Peterbilt 387, 2003",1 500 000,Уфа,6x4,
https://spec.drom.ru/mezhdurechensk/truck/truck-tractor/prodaetsja-kamaz-5410-k-795-ov-42-81946598.html,"КамАЗ 5410, 1993",205 000,Междуреченск,6x4,"ООО ""Распадская угольная компания"""
https://spec.drom.ru/moskva/truck/truck-tractor/volvo-89697760.html,"Volvo FH 460 4x2, 2020",8 499 000,Москва,4x2,
https://spec.drom.ru/ufa/truck/truck-tractor/kamaz-5490-67282575.html,"КамАЗ 5490, 2020",4 700 000,Уфа,4x2,ГК РусБизнесАвто
https://spec.drom.ru/ufa/truck/truck-tractor/kamaz-53504-306030-50-tjagach-evro5-belyj-sever-68931512.html,"КамАЗ 53504-46, 2020",4 025 000,Уфа,6x6,ГК РусБизнесАвто
https://spec.drom.ru/ufa/truck/truck-tractor/tjagach-4h2-maz-544028-520-031-weichai-56101258.html,"МАЗ 544029-1420-031, 2020",3 300 000,Уфа,4x2,ГК РусБизнесАвто
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-renault-t-2015-g-v-88331321.html,"Renault, 2015",4 000 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1840-ls-2014-g-v-87043258.html,"Mercedes-Benz Axor 1840 LS, 2014",2 550 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1836-ls-2013-g-v-86652960.html,"Mercedes-Benz Axor 1836, 2013",1 930 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-scania-p340-2007-g-v-88037202.html,"Scania P340, 2007",1 380 000,Пермь,4x2,
https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-actros-1841-2016-g-v-88038481.html,"Mercedes-Benz Actros, 2016",3 990 000,Пермь,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-scania-p340-2007-g-v-88037572.html,"Scania P340, 2007",1 380 000,Челябинск,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1840-ls-2014-g-v-87042912.html,"Mercedes-Benz Axor 1840 LS, 2014",2 550 000,Челябинск,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-actros-1841-2016-g-v-88038063.html,"Mercedes-Benz Actros, 2016",3 990 000,Челябинск,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-s5-neo-2017-g-v-88466457.html,"КамАЗ 5490-NEO, 2017",2 760 000,Челябинск,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-maz-5440s9-2018-g-v-88479986.html,"МАЗ, 2018",2 600 000,Челябинск,4x2,
https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1836-ls-2013-g-v-86651929.html,"Mercedes-Benz Axor 1836, 2013",1 930 000,Челябинск,4x2,
https://spec.drom.ru/krasnodar/truck/truck-tractor/man-tgs-26.400-6h4-bls-ww-tjagach-b-u-2013-g-692473-km-85305506.html,"MAN TGS, 2013",3 330 000,Краснодар,,TECHNIKA
